original,adversarial_light,adversarial_medium,adversarial_heavy,target
Can you just come in for a sec? There's somebody here I want you to see,Can you just come in for a sec? There's somebody here I want you to see,Can you just come in for a sec? There's somebody here I want you to see,Can you just come in for a sec? There's somebody here I want you to see,ham
"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!","All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!","All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!","All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!",ham
"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt;","Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt;","Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt;","Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt;",ham
No. On the way home. So if not for the long dry spell the season would have been over,No. On the way home. So if not for the long dry spell the season would have been over,No. On the way home. So if not for the long dry spell the season would have been over,No. On the way home. So if not for the long dry spell the season would have been over,ham
Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,ham
I.ll hand her my phone to chat wit u,I.ll hand her my phone to chat wit u,I.ll hand her my phone to chat wit u,I.ll hand her my phone to chat wit u,ham
R u in this continent?,R u in this continent?,R u in this continent?,R u in this continent?,ham
"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \""""","Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \""""","Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \""""","Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \""""",ham
Ok,Ok,Ok,Ok,ham
Just curious because my cuz asked what I was up to,Just curious because my cuz asked what I was up to,Just curious because my cuz asked what I was up to,Just curious because my cuz asked what I was up to,ham
"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical","Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical","Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical","Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",ham
Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,ham
Please give it 2 or i will pick it up on Tuesday evening about 8 if that is ok.,Please give it 2 or i will pick it up on Tuesday evening about 8 if that is ok.,Please give it 2 or i will pick it up on Tuesday evening about 8 if that is ok.,Please give it 2 or i will pick it up on Tuesday evening about 8 if that is ok.,ham
"Did you say bold, then torch later. Or one torch and 2bold?","Did you say bold, then torch later. Or one torch and 2bold?","Did you say bold, then torch later. Or one torch and 2bold?","Did you say bold, then torch later. Or one torch and 2bold?",ham
"Oh, then your phone phoned me but it disconnected","Oh, then your phone phoned me but it disconnected","Oh, then your phone phoned me but it disconnected","Oh, then your phone phoned me but it disconnected",ham
"Yo, the game almost over? Want to go to walmart soon","Yo, the game almost over? Want to go to walmart soon","Yo, the game almost over? Want to go to walmart soon","Yo, the game almost over? Want to go to walmart soon",ham
Erm. I thought the contract ran out the4th of october.,Erm. I thought the contract ran out the4th of october.,Erm. I thought the contract ran out the4th of october.,Erm. I thought the contract ran out the4th of october.,ham
Stupid auto correct on my phone,Stupid auto correct on my phone,Stupid auto correct on my phone,Stupid auto correct on my phone,ham
Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,Free entry in 2 a weekly C0mp for @ project chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,Free entry in 2 a weekly comp for a chance discussion t0 win an 1p0d. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,Free rpoejct entry ✅ in 2@we eky lcmopfo r schdeule a cahnce to win @ni pdo. Txt P0D t08 0812T 0 g3t etnry (.$.t.d txt scheduler ate) T&C'$ @pp1y 💼 08452180073 for d3t1@1$ 18+,spam
Your dad is back in ph?,Your dad is back in ph?,Your dad is back in ph?,Your dad is back in ph?,ham
Hope you are having a great day.,Hope you are having a great day.,Hope you are having a great day.,Hope you are having a great day.,ham
Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,ham
Armand says get your ass over to epsilon,Armand says get your ass over to epsilon,Armand says get your ass over to epsilon,Armand says get your ass over to epsilon,ham
I want &lt;#&gt; rs da:)do you have it?,I want &lt;#&gt; rs da:)do you have it?,I want &lt;#&gt; rs da:)do you have it?,I want &lt;#&gt; rs da:)do you have it?,ham
&lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,&lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,&lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,&lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,ham
Host-based IDPS for linux systems.,Host-based IDPS for linux systems.,Host-based IDPS for linux systems.,Host-based IDPS for linux systems.,ham
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed 1000 cash or 5000 prize!,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you h@v3 WON a guaranteed 1000 cash or 5000 prize!,Please c@11 our customer service r3pr3$3nt@t1v3 on 0800 169 6031 between 10am-9pm @.$ y0u have WON note a g.u.@.r.@.n.t.3.3.d 1000 c@$h or 5000 team prize!,Pelase C@11 our customer serviec represetntaiev on daat 0800 16 📈 9603 b1etween 1a0m-9pm sa 🔥 oyu h@v3 W.0.Na guaranteed ✅ 1.0..00 c@.$..h or 5000p rize 🎯 !yssetm,spam
Wish i were with you now!,Wish i were with you now!,Wish i were with you now!,Wish i were with you now!,ham
K da:)how many page you want?,K da:)how many page you want?,K da:)how many page you want?,K da:)how many page you want?,ham
Gudnite....tc...practice going on,Gudnite....tc...practice going on,Gudnite....tc...practice going on,Gudnite....tc...practice going on,ham
Tmr then _ brin lar... Aiya later i come n c lar... Mayb _ neva set properly _ got da help sheet wif _...,Tmr then _ brin lar... Aiya later i come n c lar... Mayb _ neva set properly _ got da help sheet wif _...,Tmr then _ brin lar... Aiya later i come n c lar... Mayb _ neva set properly _ got da help sheet wif _...,Tmr then _ brin lar... Aiya later i come n c lar... Mayb _ neva set properly _ got da help sheet wif _...,ham
"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8","Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8","Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8","Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8",ham
URGENT We are trying to contact you Last weekends draw shows u have won a 1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,URGENT We are trying t0 contact you Last weekends draw $h0w$ u have won a 1000 prize GU@R@NT33D Call 09064017295 Claim code K52 Valid 12hrs 150p pm,URGENT team We are try1ng to c.0.n.t.@.c.t you Last weekends draw shows u h@v3 w0n a 1000 prize GUARANTEED Call 0.9.0.6.4.0.1.7.2.9.5 Claim c0d3 K52 Valid 12hrs 150p pm,🔥 ur3gNTW 3 are trying to c0tn@ct you 1@$t weekedns draw shows u 💰 have w0nr eport a 1000 p1rZ3 UGARANTEED team Call 09064017295 Clai mcode 🔥 naalyissK 52 Valid 12hrs 51p0 🚀 pm,spam
What u talking bout early morning? It's almost noon where your at!,What u talking bout early morning? It's almost noon where your at!,What u talking bout early morning? It's almost noon where your at!,What u talking bout early morning? It's almost noon where your at!,ham
Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,Text PASS to 69669 to collect your polyphonic r1ngt0n3$. Normal gpr$ ch@rg3$ apply only. 3.n.j.0.y project your tones,"Text 💼 PASS t0 📈 ont e69669 t ocolelct your polyphonic report ringtones.N 0rm@1 gprs C.h..@R.G.3.$ apply only. Enoj yy0ur syste mt.0n..3$. project

Confidential - For Internal Use Only",spam
Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx,ham
I like dis sweater fr mango but no more my size already so irritating.,I like dis sweater fr mango but no more my size already so irritating.,I like dis sweater fr mango but no more my size already so irritating.,I like dis sweater fr mango but no more my size already so irritating.,ham
"Sorry, I can't help you on this.","Sorry, I can't help you on this.","Sorry, I can't help you on this.","Sorry, I can't help you on this.",ham
Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,$.h.0.w u.R colours! Euro 2004 2-4-1 Offer! Get review an England F1@g plan & team 3110n$ tone on u.R p.h.0.n.3.! Click on analysis the following service message for info! system,✅ Showu 🎯 r oclour!s Eur o204 0-24-1 fOefr! Get a nEngland review Flga & 🎯 3Lions tone meeting on rup hone! C11ck strategy 💼 0n ✅ th..3 f0110w1ng service msesages taretgy f0r nio!f,spam
HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,ham
"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)","Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)","Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)","Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",ham
Pls speak with me. I wont ask anything other then you friendship.,Pls speak with me. I wont ask anything other then you friendship.,Pls speak with me. I wont ask anything other then you friendship.,Pls speak with me. I wont ask anything other then you friendship.,ham
