email,target,email_spaced
When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.,ham,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.
Serious? What like proper tongued her,ham,Serious? What like proper tongued her
Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,ham,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.
Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life
No pic. Please re-send.,ham,No pic. Please re-send.
Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)
Sending you greetings of joy and happiness. Do have a gr8 evening,ham,Sending you greetings of joy and happiness. Do have a gr8 evening
Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,ham,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.
Nope i'll come online now..,ham,Nope i'll come online now..
I liked the new mobile,ham,I liked the new mobile
"Fuuuuck I need to stop sleepin, sup",ham,"Fuuuuck I need to stop sleepin, sup"
08714712388 between 10am-7pm Cost 10p,spam,08714712388 b e t w e e n 1 0 a m-7pm Co st 10p
"Nah can't help you there, I've never had an iphone",ham,"Nah can't help you there, I've never had an iphone"
I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,ham,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!
You available now? I'm like right around hillsborough &amp; &lt;#&gt; th,ham,You available now? I'm like right around hillsborough &amp; &lt;#&gt; th
Lol or I could just starve and lose a pound by the end of the day.,ham,Lol or I could just starve and lose a pound by the end of the day.
Then why you not responding,ham,Then why you not responding
Call FREEPHONE 0800 542 0578 now!,spam,C a l l F R E E P H O N E 0 8 0 0 542 0578 n o w!
My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,ham,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...
No i am not having not any movies in my laptop,ham,No i am not having not any movies in my laptop
Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,ham,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic
"Aight, I'll ask a few of my roommates",ham,"Aight, I'll ask a few of my roommates"
How long does it take to get it.,ham,How long does it take to get it.
And I don't plan on staying the night but I prolly won't be back til late,ham,And I don't plan on staying the night but I prolly won't be back til late
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or 250 cash every wk. Txt POD to 84128 Ts&Cs  custcare 08712405020.,spam,F r e e 1st we ek en t r y 2 TEXTPOD 4 a c h a n c e 2 w i n 40GB i P o d or 250 ca sh ev ery wk. Txt POD to 84128 Ts&Cs  c u s t c a r e 08712405020.
\Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But,ham,\Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But
Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.,ham,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.
Are you willing to go for apps class.,ham,Are you willing to go for apps class.
Good morning princess! How are you?,ham,Good morning princess! How are you?
"WELL DONE! Your 4* Costa Del Sol Holiday or 5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost1.50/pm, Max10mins",spam,"WELL DONE! Yo ur 4* C osta Del Sol H o l i d a y or 5 0 0 0 awa it collec tion. C a l l 0905009 0044 N o w to C l a i m. SAE, TCs, POB ox334, S t o c k p o r t, S K 3 8 x h, C ost1.50/pm, Max1 0mins"
"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",ham,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today."
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates  POBox 36504 W45WQ norm150p/tone 16+,spam,F R E E for 1st w e e k! No1 N okia t o n e 4 ur mob e v e r y w e e k j ust txt N OKIA to 8 0 0 7 G e t tx ting and te ll ur m a t e s  P O B o x 36504 W45WQ norm150p/t o n e 16+
Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,ham,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.
Senthil group company Apnt 5pm.,ham,Senthil group company Apnt 5pm.
No message..no responce..what happend?,ham,No message..no responce..what happend?
Are u coming to the funeral home,ham,Are u coming to the funeral home
"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt""",ham,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"""
"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",ham,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!"
URGENT This is our 2nd attempt to contact U. Your 900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,spam,UR GENT T h i s is o u r 2nd a t t e m p t to c ontact U. Y our 900 pr ize f rom YESTERDAY is st ill a w a i t i n g col lection. To c l a i m C A L L N O W 09061702893
My friends use to call the same.,ham,My friends use to call the same.
"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!",ham,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!"
Cold. Dont be sad dear,ham,Cold. Dont be sad dear
U sure u can't take any sick time?,ham,U sure u can't take any sick time?
Ill be there on &lt;#&gt; ok.,ham,Ill be there on &lt;#&gt; ok.
Can a not?,ham,Can a not?
You sure your neighbors didnt pick it up,ham,You sure your neighbors didnt pick it up
"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, a l l types t r y gay c h a t w ith photo upload c a l l 08718730666 (10p/min). 2 s t o p t e x t s ca ll 0 8 7 1 2 4 6 0 3 2 4"
"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",spam,"Sppok up ur mob w i t h a Halloween c ollection of nok ia logo&pic m e s s a g e p l u s a F REE eerie t o n e, txt CARD SPOOK to 80 07"
I asked you to call him now ok,ham,I asked you to call him now ok
MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY
No prob. I will send to your email.,ham,No prob. I will send to your email.
"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea",ham,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea"
Up to _...  wan come then come lor... But i din c any stripes skirt...,ham,Up to _...  wan come then come lor... But i din c any stripes skirt...
Hello! Good week? Fancy a drink or something later?,ham,Hello! Good week? Fancy a drink or something later?
"\Im on gloucesterroad what are uup to later?\""""",ham,"\Im on gloucesterroad what are uup to later?\"""""
"Cool, what time you think you can get here?",ham,"Cool, what time you think you can get here?"
Howz pain.it will come down today.do as i said ystrday.ice and medicine.,ham,Howz pain.it will come down today.do as i said ystrday.ice and medicine.
Do you like Italian food?,ham,Do you like Italian food?
What's happening with you. Have you gotten a job and have you begun registration for permanent residency,ham,What's happening with you. Have you gotten a job and have you begun registration for permanent residency
Thanks for understanding. I've been trying to tell sura that.,ham,Thanks for understanding. I've been trying to tell sura that.
I know you are. Can you pls open the back?,ham,I know you are. Can you pls open the back?
Yetunde i'm in class can you not run water on it to make it ok. Pls now.,ham,Yetunde i'm in class can you not run water on it to make it ok. Pls now.
Thankyou so much for the call. I appreciate your care.,ham,Thankyou so much for the call. I appreciate your care.
"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",ham,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly.."
"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",spam,"SIX chances to w i n CA SH! F r o m 100 to 20,000 pou nds txt> CSH11 and s e n d to 87575. C ost 1 5 0 p/day, 6days, 16+ TsandCs a p p ly R e p l y HL 4 in fo"
"When you just put in the + sign, choose my number and the pin will show. Right?",ham,"When you just put in the + sign, choose my number and the pin will show. Right?"
Wat _ doing now?,ham,Wat _ doing now?
"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in.",ham,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in."
Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,ham,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.
Dunno lei... I thk mum lazy to go out... I neva ask her yet...,ham,Dunno lei... I thk mum lazy to go out... I neva ask her yet...
Dude sux for snake. He got old and raiden got buff,ham,Dude sux for snake. He got old and raiden got buff
I came hostel. I m going to sleep. Plz call me up before class. Hrishi.,ham,I came hostel. I m going to sleep. Plz call me up before class. Hrishi.
I think chennai well settled?,ham,I think chennai well settled?
Then anything special?,ham,Then anything special?
Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
What was she looking for?,ham,What was she looking for?
What is the plural of the noun research?,ham,What is the plural of the noun research?
"life alle mone,eppolum oru pole allalo",ham,"life alle mone,eppolum oru pole allalo"
"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 3/wk",spam,"FREE2DAY se xy St George's Day pic of Jordan!Txt PIC to 89080 do nt mi ss o u t, t hen e v e r y wk a saucy celeb!4 m o r e p ics c PocketBabe.co.uk 0870241182716 3/wk"
Hi its in durban are you still on this number,ham,Hi its in durban are you still on this number
That was random saw my old roomate on campus. He graduated,ham,That was random saw my old roomate on campus. He graduated
Lolnice. I went from a fish to ..water.?,ham,Lolnice. I went from a fish to ..water.?
PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04,spam,P R I V A T E! Y o u r 2 0 0 3 A c c o u n t S t a t e m e n t for 07815296484 sho ws 800 un-r e d e e m e d S.I.M. p o i n t s. C a l l 08718738001 I d e n t i f i e r C ode 41782 E xpires 18/11/04
"Oops, I'll let you know when my roommate's done",ham,"Oops, I'll let you know when my roommate's done"
Yup n her fren lor. I'm meeting my fren at 730.,ham,Yup n her fren lor. I'm meeting my fren at 730.
(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,spam,(Bank of Granite issues Strong-B u y) EXPLOSIVE PICK FOR O U R MEMBERS *****UP O V E R 300% *********** Nasdaq Symbol CDGT T h a t is a $5.00 p e r..
